code	QoS	location	latitude	longitude	revision
IN	excellent	Asia/Kolkata	19.30157	72.85107	2021/10/26
CN	good	Asia/Shanghai	41.27194	123.17306	2012-11-25
BR	excellent	America/Sao_Paulo	-25.42944	-50.00639	2017/05/28
PH	excellent	Asia/Manila	12.37169	123.62494	01 Dec 2020
US	excellent	America/New_York	37.52487	-77.55777	03 Nov 2021
IT	good	Europe/Rome	45.79377	8.88104	2013-01-16
ID	average	Asia/Jakarta	-7.81667	112.01667	09 Apr 2016
TR	excellent	Europe/Istanbul	39.59611	27.02444	11 Jul 2019
IN	maintenance	Asia/Kolkata	29.22254	79.5286	17 Nov 2019
PH	average	Asia/Manila	14.66	120.56528	31 Jul 2018
US	accep	America/Chicago	42.55308	-87.93341	2020/12/18
RU	excellent	Europe/Moscow	64.5635	39.8302	2017/10/12
SY	good	Asia/Damascus	35.95664	36.7138	03/21/2020, 00:00:00
RU	excellent	Europe/Moscow	53.53395	33.72798	2020/11/03
BR	average	America/Sao_Paulo	-19.72806	-50.19556	2016/02/11
MY	maintenance	Asia/Kuala_Lumpur	4.02219	101.02083	2019-07-01
IN	average	Asia/Kolkata	18.87813	72.93924	12 Jan 2017
PH	accep	Asia/Manila	9.3337	122.8637	2019/05/31
IN	good	Asia/Kolkata	11.50526	77.23826	30 Mar 2014
HN	accep	America/Tegucigalpa	15.48131	-86.57415	2016/09/29
GB	excellent	Europe/London	52.41667	0.75	2015-04-08
FR	average	Europe/Paris	45.69558	4.7934	2012/09/28
US	good	America/Chicago	41.85059	-87.882	01/10/2022, 00:00:00
RU	average	Europe/Moscow	56.03361	35.96944	2014-10-22
CN	building	Asia/Shanghai	45.35	126.28333	2015/08/19
US	good	America/New_York	40.64621	-73.97069	08 May 2017
AU	accep	Australia/Brisbane	-27.50578	153.10236	16 Jan 2021
FR	average	Europe/Paris	45.51667	4.86667	08 Mar 2016
CH	building	Europe/Zurich	46.18396	6.10237	2022/05/20
ZA	excellent	Africa/Johannesburg	-26.93366	29.24152	2020-01-27
NG	maintenance	Africa/Lagos	7.65649	4.92235	2013/10/20
PL	accep	Europe/Warsaw	50.20528	19.27498	2017/04/30
DE	good	Europe/Berlin	48.52961	12.16179	2012/10/28
US	accep	America/Los_Angeles	36.06523	-119.01677	2020-08-05
DE	excellent	Europe/Berlin	50.23805	8.86704	2015/11/12
EC	excellent	America/Guayaquil	-2.90055	-79.00453	2014/01/09
US	excellent	America/New_York	41.66394	-83.55521	2016/01/07
DE	good	Europe/Berlin	49.68369	8.61839	2018-06-12
RU	excellent	Asia/Yekaterinburg	56.9083	60.8019	11/04/2017, 00:00:00
IN	average	Asia/Kolkata	20.88197	85.83334	2020-12-11
IN	average	Asia/Kolkata	26.11527	86.59509	11 Apr 2017
CN	good	Asia/Shanghai	29.98869	122.20488	26 Mar 2013
PH	accep	Asia/Manila	8.56697	123.33471	2014-04-04
CU	accep	America/Havana	20.14298	-77.43532	07/23/2014, 00:00:00
AU	building	Australia/Perth	-31.95224	115.8614	2014-05-06
MY	average	Asia/Kuala_Lumpur	4.02219	101.02083	2015-06-04
IN	maintenance	Asia/Kolkata	12.25282	79.41727	2015/12/26
US	average	America/Los_Angeles	33.03699	-117.29198	2013/03/12
US	accep	America/Chicago	32.5007	-94.74049	2019-05-07
US	average	America/New_York	40.81	-73.9625	2020-08-01
TN	good	Africa/Tunis	35.72917	10.58082	2019-08-12
EC	accep	America/Guayaquil	-2.90055	-79.00453	2017/07/24
JP	average	Asia/Tokyo	35.30889	139.55028	2014-01-21
GB	excellent	Europe/London	53.7446	-0.33525	2017-06-22
US	accep	America/New_York	37.60876	-77.37331	09/15/2015, 00:00:00
US	maintenance	America/New_York	40.24537	-75.64963	2022-01-07
KZ	building	Asia/Almaty	43.41949	77.0202	01/30/2018, 00:00:00
US	accep	America/New_York	41.55838	-81.56929	2021/08/04
AR	building	America/Argentina/Buenos_Aires	-34.74785	-58.70072	18 Aug 2013
CO	good	America/Bogota	10.98778	-74.95472	2014/05/04
SY	building	Asia/Damascus	35.95664	36.7138	2012-11-11
ES	good	Europe/Madrid	38.96667	-0.18333	2021-11-12
US	maintenance	America/New_York	39.43534	-84.20299	02 Oct 2013
FR	average	Europe/Paris	45.69558	4.7934	02/05/2022, 00:00:00
KR	average	Asia/Seoul	36.82167	128.63083	09/09/2015, 00:00:00
BR	good	America/Maceio	-10.91111	-37.07167	2019-03-01
CN	excellent	Asia/Shanghai	45.75279	130.57211	02/09/2015, 00:00:00
NL	accep	Europe/Amsterdam	52.31333	6.92917	2018-10-21
PE	average	America/Lima	-16.25	-69.08333	2015-03-01
US	building	America/Chicago	26.18924	-98.15529	2013/02/02
US	average	America/Chicago	47.92526	-97.03285	2012-09-28
IN	average	Asia/Kolkata	22.4711	88.1453	2021/11/18
PK	average	Asia/Karachi	31.82539	72.54064	2016/07/15
CU	average	America/Havana	23.15678	-81.24441	11 Apr 2018
AU	average	Australia/Melbourne	-38.16604	145.13643	02/10/2016, 00:00:00
US	accep	America/Menominee	46.09273	-88.64235	12/30/2021, 00:00:00
AU	excellent	Australia/Melbourne	-38.16604	145.13643	2012/10/12
SL	maintenance	Africa/Freetown	8.48714	-13.2356	05/24/2019, 00:00:00
RU	excellent	Europe/Moscow	43.35071	46.10925	2013-01-22
ID	good	Asia/Jakarta	-1.6	103.61667	08 Jul 2021
TZ	good	Africa/Dar_es_Salaam	-4.83	29.65806	2021-04-27
PH	maintenance	Asia/Manila	10.31672	123.89071	16 Nov 2013
RU	average	Europe/Moscow	55.63711	37.38115	06/06/2016, 00:00:00
JP	accep	Asia/Tokyo	33.4425	129.96972	14 Jul 2013
CF	building	Africa/Bangui	4.94273	15.87735	2016-06-05
DE	good	Europe/Berlin	49.13645	8.91229	2015-01-09
IQ	excellent	Asia/Baghdad	32.61603	44.02488	14 Mar 2021
SA	excellent	Asia/Riyadh	27.0174	49.62251	2020-08-04
DE	average	Europe/Berlin	51.47805	6.8625	2018/10/15
JP	maintenance	Asia/Tokyo	34.81667	137.4	19 Nov 2015
US	maintenance	America/New_York	37.52487	-77.55777	20 Nov 2014
DE	maintenance	Europe/Berlin	50.09019	8.4493	04/03/2014, 00:00:00
IN	excellent	Asia/Kolkata	34.08565	74.80555	2017-04-10
US	excellent	America/Los_Angeles	37.71715	-122.40433	20 Apr 2020
RU	good	Europe/Moscow	59.80917	30.38167	2021-03-30
US	accep	America/Los_Angeles	37.71715	-122.40433	12/14/2016, 00:00:00
TZ	maintenance	Africa/Dar_es_Salaam	-2.68333	33	2021-09-05
IN	average	Asia/Kolkata	26.11527	86.59509	01/25/2015, 00:00:00
ID	maintenance	Asia/Jakarta	-7.51611	109.05389	2014/06/22
FR	accep	Europe/Paris	45.73333	4.91667	07/09/2017, 00:00:00
PH	good	Asia/Manila	8.56697	123.33471	2013-09-16
PK	good	Asia/Karachi	29.38242	70.91106	10 Jan 2017
US	excellent	America/New_York	40.81	-73.9625	03/03/2020, 00:00:00
ES	good	Europe/Madrid	41.63976	2.35739	2012/10/10
GB	excellent	Europe/London	50.75767	-1.5443	05/12/2017, 00:00:00
DE	accep	Europe/Berlin	49.5099	6.74549	04 Aug 2022
IN	good	Asia/Kolkata	29.22254	79.5286	01/04/2016, 00:00:00
BG	excellent	Europe/Sofia	41.57439	24.71204	2020-06-12
CN	average	Asia/Shanghai	45.35	126.28333	2018-01-21
KH	maintenance	Asia/Phnom_Penh	13.65805	102.56365	26 Feb 2019
ML	building	Africa/Bamako	12.74409	-8.07257	07/15/2013, 00:00:00
AU	building	Australia/Sydney	-33.75881	150.99292	2021-08-02
US	accep	America/New_York	26.2173	-80.22588	2015/04/03
IN	average	Asia/Kolkata	26.76628	83.36889	10 Nov 2015
CN	building	Asia/Shanghai	31.64615	120.74221	2012-09-30
US	accep	America/Los_Angeles	38.17492	-122.2608	03/06/2020, 00:00:00
US	average	America/New_York	41.55838	-81.56929	2014/01/27
BE	average	Europe/Brussels	51.12794	4.21372	2018-01-05
PE	average	America/Lima	-3.74912	-73.25383	2014/04/09
IN	good	Asia/Kolkata	25.92493	73.66633	2022-06-12
IN	building	Asia/Kolkata	29.22254	79.5286	2017-11-26
MK	maintenance	Europe/Skopje	42	21.32778	2019/04/08
DE	building	Europe/Berlin	48.06919	11.37703	2013-10-01
HR	good	Europe/Zagreb	43.50891	16.43915	2022-05-05
IN	average	Asia/Kolkata	10.12268	77.54372	20 Sep 2014
JP	average	Asia/Tokyo	33.4425	129.96972	11 Jun 2013
MY	average	Asia/Kuala_Lumpur	2.2139	102.3278	2020-05-18
JP	maintenance	Asia/Tokyo	34.81667	137.4	2021-02-22
BR	accep	America/Sao_Paulo	-23.44361	-51.87389	2016-02-23
CA	average	America/Toronto	42.8334	-80.38297	2016/11/19
GH	excellent	Africa/Accra	7.06273	-1.4001	2014/03/09
ID	maintenance	Asia/Jakarta	-1.6	103.61667	2021/01/12
IN	building	Asia/Kolkata	15.5439	73.7553	2021/03/13
IT	average	Europe/Rome	44.59445	11.04979	2021/05/15
US	excellent	America/Los_Angeles	34.95303	-120.43572	04/30/2020, 00:00:00
DE	good	Europe/Berlin	50.9803	11.32903	31 Aug 2013
ES	excellent	Europe/Madrid	37.49073	-2.77259	11/25/2018, 00:00:00
IN	good	Asia/Kolkata	23.49668	86.68363	2019-06-17
JP	average	Asia/Tokyo	36.75965	137.36215	04/05/2021, 00:00:00
PL	good	Europe/Warsaw	50.5107	18.30056	2015-05-14
AR	excellent	America/Argentina/Tucuman	-27.4338	-65.61427	03/13/2016, 00:00:00
CG	average	Africa/Brazzaville	-4.26613	15.28318	01/31/2013, 00:00:00
US	excellent	America/Los_Angeles	33.95015	-118.03917	2014/09/11
RU	good	Asia/Yekaterinburg	58.63667	59.80222	2021-10-12
SL	good	Africa/Freetown	8.48714	-13.2356	26 Dec 2013
PG	average	Pacific/Port_Moresby	-5.85746	144.23058	2018-10-08
DE	maintenance	Europe/Berlin	51.168	7.973	2014-04-11
SO	accep	Africa/Mogadishu	-0.35817	42.54536	2021-06-02
US	good	America/Chicago	37.95143	-91.77127	2015/06/08
FI	maintenance	Europe/Helsinki	60.2052	24.6522	2013/04/08
ES	accep	Europe/Madrid	41.63976	2.35739	08/05/2015, 00:00:00
HT	good	America/Port-au-Prince	18.65297	-72.09391	2013-07-31
RU	maintenance	Asia/Novokuznetsk	55.8736	85.4265	04/09/2017, 00:00:00
CN	good	Asia/Shanghai	41.09822	120.74792	2020-03-28
US	good	America/New_York	40.57788	-73.95958	2014/08/16
DE	average	Europe/Berlin	49.5099	6.74549	01/29/2013, 00:00:00
NE	building	Africa/Niamey	13.70727	9.15013	30 Oct 2015
DZ	good	Africa/Algiers	35.06544	1.04945	2021/11/17
KR	accep	Asia/Seoul	36.82167	128.63083	15 Feb 2021
CL	accep	America/Santiago	-30.60106	-71.19901	2022-06-01
AU	accep	Australia/Sydney	-34.28853	146.05093	2014/01/22
US	maintenance	America/New_York	30.17746	-81.38758	15 Nov 2021
IN	accep	Asia/Kolkata	31.28092	74.85849	2018/02/05
BR	good	America/Fortaleza	-4.42472	-41.45861	07/08/2019, 00:00:00
KR	maintenance	Asia/Seoul	36.20389	127.08472	23 Jan 2018
KR	accep	Asia/Seoul	36.6009	126.665	08/27/2022, 00:00:00
DE	maintenance	Europe/Berlin	52.86147	9.5926	2020-03-25
US	maintenance	America/Los_Angeles	37.71715	-122.40433	2022/08/24
GB	excellent	Europe/London	52.68333	0.93333	12/28/2019, 00:00:00
MG	average	Indian/Antananarivo	-19.65	47.31667	24 Mar 2017
DE	good	Europe/Berlin	51.30001	13.10984	23 Dec 2017
US	average	America/New_York	41.48199	-81.79819	02/18/2014, 00:00:00
JP	good	Asia/Tokyo	33.4425	129.96972	2016-07-30
GB	accep	Europe/London	52.48173	-2.12139	02/05/2019, 00:00:00
US	excellent	America/Indiana/Indianapolis	41.75338	-86.11084	11/28/2021, 00:00:00
IN	average	Asia/Kolkata	11.93381	79.82979	12/30/2018, 00:00:00
HT	building	America/Port-au-Prince	18.57677	-72.22625	2014-11-20
BD	average	Asia/Dhaka	23.9028	89.11943	04/17/2020, 00:00:00
BR	excellent	America/Bahia	-11.48472	-37.93278	01 Sep 2014
DE	average	Europe/Berlin	51.88333	8.51667	17 Apr 2018
AU	good	Australia/Sydney	-34.28853	146.05093	28 Dec 2016
PK	accep	Asia/Karachi	31.96258	73.97117	07 Jan 2020
PK	average	Asia/Karachi	30.46907	70.96699	2018/08/31
HT	building	America/Port-au-Prince	18.57677	-72.22625	08 Nov 2018
JP	maintenance	Asia/Tokyo	37.56667	140.11667	28 Jul 2017
US	accep	America/Los_Angeles	40.58654	-122.39168	2016/04/05
IN	excellent	Asia/Kolkata	26.2649	81.54855	2021-02-18
RU	good	Asia/Yekaterinburg	58.7002	59.4839	2014/04/11
GB	excellent	Europe/London	50.76306	-1.29772	2019/05/24
MA	excellent	Africa/Casablanca	33.43443	-5.22126	20 Jun 2022
AU	average	Australia/Melbourne	-37.88333	145.06667	2022-02-14
US	good	America/Los_Angeles	32.9156	-117.14392	26 Sep 2013
PH	excellent	Asia/Manila	14.14989	121.3152	2019/04/21
KR	accep	Asia/Seoul	37.65639	126.835	25 Apr 2013
MD	excellent	Europe/Chisinau	48.15659	28.28489	2015-10-28
IN	accep	Asia/Kolkata	19.30157	72.85107	20 Feb 2020
IE	maintenance	Europe/Dublin	53.53333	-7.35	01/02/2021, 00:00:00
BR	good	America/Sao_Paulo	-19.7625	-44.31389	2020-03-13
FR	accep	Europe/Paris	48.79325	2.29275	2014-11-26
IN	average	Asia/Kolkata	34.08565	74.80555	23 Aug 2015
JP	good	Asia/Tokyo	33.4425	129.96972	2013-04-17
NL	excellent	Europe/Amsterdam	51.955	5.22778	2016-01-14
TR	good	Europe/Istanbul	40.98894	28.67582	03/28/2020, 00:00:00
IN	maitennce	Asia/Kolkata	15.73628	75.96976	10 Oct 2012
AU	maintenance	Australia/Sydney	-34.88422	150.60036	04/01/2013, 00:00:00
PT	good	Europe/Lisbon	37.08819	-8.2503	2015-11-18
IN	average	Asia/Kolkata	25.49043	85.94001	27 Jul 2022
GB	good	Europe/London	50.75767	-1.5443	30 May 2019
BE	excellent	Europe/Brussels	50.56149	4.69889	04 Mar 2018
