SO2	latitude	PM2.5	PRES	NOx	O3	NH3	warning	Pb	CH4	CO	TEMP	CFCs	C2H3NO5	longitude	PM10	H2CO	PAHs
9.53992	-28.44917	6.79668	1053.21186	7.30626	6.66200	7.89100	1.00000	32.36800	7.23091	6.70257	7.28203	51.75396	0.17101	-52.2	8.63616	36.14872	9.66005
10.36280	53.59337	8.87754	1064.40430	8.83056	9.63976	9.10752	0.00000	43.91618	5.46887	6.40064	7.02225	41.10194	0.07811	9.47629	7.26957	47.95659	8.67405
5.45953	11.86064	6.22145	1127.15125	8.31442	5.39702	5.78374	0.00000	62.82903	10.26938	10.70751	23.05576	46.14070	0.45456	9.0027	9.73315	60.14584	6.21728
5.96686	6.9909	5.51107	1085.01387	7.99546	5.22472	7.84137	0.00000	62.55230	8.29976	11.54871	7.30981	23.82439	0.91731	79.883	10.50203	83.48545	7.27485
9.93556	35.06544	6.71841	1161.13406	7.00184	6.70371	6.39985	1.00000	50.38298	8.54527	6.27460	2.60302	67.54215	0.09826	1.04945	7.45701	44.25890	8.69281
6.84115	-24.19436	6.45273	1188.93681	7.63187	7.41838	7.64957	0.00000	44.01486	7.77523	7.34722	-0.69223	52.50055	0.45833	29.00974	9.79881	63.20500	10.04382
7.33332	50.18545	10.91100	1056.63433	6.89853	5.85002	7.92458	0.00000	38.50191	7.33374	10.51514	10.84731	41.49013	0.17288	27.06365	8.62609	80.18703	7.48116
7.50766	48.77275	8.31549	1147.34569	8.34850	9.96300	8.68378	1.00000	54.46258	7.49030	6.03975	17.75866	54.26320	0.05551	5.16108	6.55170	50.74209	8.49536
6.03690	21.28306	6.74586	1156.81822	5.79302	7.24608	10.38577	0.00000	46.63101	8.89090	9.40001	6.66334	51.99468	0.11689	-89.66123	8.07107		7.19722
8.66237	23.49668	6.10347	1171.67941	8.23480	6.58339	7.58360	1.00000	66.09952	8.34410	10.75316	7.77817	60.40592	0.03078	86.68363	2.67807	72.08374	7.59331
10.05399	23.5654	6.45095	1116.54184	6.68854	6.76244	6.44139	1.00000	49.63934	7.76354	6.24862	9.45738	51.49712	0.04340	119.58627	5.50256	55.55477	8.19163
4.88051	19.30157	7.40141	1126.78292	7.55611	6.46805	9.19440	0.00000	47.39359	9.60037	9.70993	33.14693	63.95231	1.24696	72.85107	10.84149	42.11639	4.27151
5.77602	32.44874	7.91783	1174.74202	7.20672	6.79377	8.32230	0.00000	36.38265	8.47964	9.71671	33.30676	44.90875	0.87265	-99.73314	10.47546	69.90352	5.53719
7.22805	27.85	7.64990	1160.51720	6.04506	5.22518	5.77884	0.00000	44.38685	8.26569	12.11092	-0.28215	54.66505	0.29618	112.9	9.35287	41.00237	9.98088
11.40384	-8.05389	7.15452	1128.55968	8.08143	7.85190	7.68826	1.00000	39.68955	7.78246	4.99024	-2.87393	47.35357	0.13479	-34.88111	8.33774	50.42052	5.69956
9.23894	32.9156	6.39587	1136.82290	8.55799	8.30199	9.67817	1.00000	42.40960	7.76392	5.45691	29.36005	45.81694	0.02551	-117.14392	4.16257	77.21111	8.33370
6.84605	47.46657	10.77447	1131.88628	5.37210	8.10903	7.33018	0.00000	34.09381	7.20411	6.55329	31.71073	49.62615	0.23866	84.87144	9.00275	41.21905	6.38021
8.10072	-19.65	7.64153	1105.99374	6.43889	7.25857	6.13106	0.00000	53.37131	8.91204	8.47808	14.99555	49.85207	0.09897	47.31667	7.99115	49.57511	8.68322
9.16510	15.45144	4.95853	1098.35851	9.48946	8.52168	7.08972	1.00000	24.68715	8.26263	5.70995	1.21858		0.07127	78.14797	6.72453	39.13250	7.37430
9.11027	5.27247	6.34927	1153.18010	8.27514	6.11867	5.95148	1.00000	27.01983	10.23797	8.70670	24.71509	37.01146	0.04060	-3.59625	5.02555	31.54316	7.05643
6.10027	12.74482	7.81407	1068.25188	8.87872	6.50788	8.84077	1.00000	65.28978	7.55893	5.05703	15.91016	34.35937	0.05930	4.52514	6.46591	27.02195	12.09704
6.52513	-3.74912	7.55706	1176.32540	7.23843	5.52769	7.09822	0.00000	44.07983	8.71029	9.53933	13.23318	41.50247	1.47065	-73.25383	11.01580	28.53722	7.90470
12.04470	40.5576	6.40060	1109.04829	8.04594	8.89317	6.08259	1.00000	45.34748	8.99094	6.91790	23.96118	54.47056	0.03916	-74.28459	3.67598	75.42810	6.12567
4.10823	38.38479	4.71422	1102.52147	7.52029	5.52553	9.34094	0.00000	42.79033	7.08485	8.80203	9.54881	58.17348	1.58548	-0.76773	11.10197	29.61375	3.49091
9.81037	29.84576	6.34686	1168.82746	9.83083	5.58493	8.54093	1.00000	29.38317	8.02826	8.08550	7.53367	46.69950	0.06512	-90.10674	6.94183	33.16234	8.91517
10.01831	10.7375	6.43090	1077.10314	8.11058	6.73617	8.51186	0.00000	38.85095	7.90724	7.79191		51.75770	0.14208	122.9666	8.43022	38.48598	8.92623
7.23171	10.7375	6.00533	1054.46353	8.51552	6.27092	10.41558	1.00000	40.10849	6.35911	5.52135	21.91678	47.55401	0.05818	122.9666	7.50985	56.89582	9.49244
9.27997	51.78771	5.93039	1182.73545	7.14429	5.58197	8.07096	1.00000	41.76246	9.53534	8.31258	29.06248	42.33814	0.04025	56.36091	5.40702	65.21095	6.82382
10.67624	35.21222	8.03147	1112.90959	8.10032	5.03287	9.59194	1.00000	50.33231	9.21318	9.22661	7.49448	39.19351	0.05831	2.31889	6.38645	48.34010	9.44675
5.50003	2.41669	3.78904	1177.24432	8.49169	7.95780	7.41801	0.00000	46.95903	7.92347	9.02603	12.79483	56.48472	0.15029	30.98551	8.61111	37.06188	9.90361
6.18194	34.25807	11.79955	1165.88357	7.75166	7.46385	8.17844	0.00000	48.25111	9.37878	9.56045	2.09168	57.57635	0.39619	-88.70464	9.65353	56.66883	5.21603
7.21454	18.57677	6.99350	1082.70249	7.68740	9.10671	8.07243	1.00000	52.87355	9.21811	7.83929	26.76153	40.59322	0.04354	-72.22625	4.26607	61.62389	5.99677
9.27756	57.97472	6.32877	1136.13378	8.41385	6.14413	8.65369	1.00000	53.68980	7.16546	8.52878	15.91089	51.90763	0.23046	33.2525	9.04305	59.45573	9.88914
8.43266	43.71032	8.20025	1186.87772	8.59722	4.85392	7.76112	1.00000	33.66028	8.82081	7.04397	18.50253	64.70557	0.05173	-1.05366	7.12605	62.99392	11.47226
6.71764	31.76212	7.83873	1174.47493	6.93655	5.34477	7.82896	0.00000	41.76971	7.44915	11.33409	14.77248	46.43278	0.27399	-95.63079	9.15548	48.56051	7.78986
5.44272	41.77583	8.85111	1090.14890	8.60806	4.84810	8.79985	0.00000	44.22365	8.78666	10.23216	12.82511	46.14373	1.09109	140.73667	10.71658	58.86608	10.26725
4.49344	51.65333	7.51443	1091.12095	9.14036	6.06567	7.64751	0.00000	66.75698	8.96501	10.53686	10.71640	60.41948	0.46604	5.2875	9.80428	53.33000	4.64798
8.96716	39.00622	6.37962	1152.13597	8.40069	5.45992	8.17769	1.00000	47.14231	7.79068	9.35501	26.47249	43.56663	0.03349	-77.4286	4.83457	67.87820	8.83657
9.26610	33.98154	6.83521	1125.02802	8.52519	6.39264	8.61657	1.00000	28.62026	9.79614	6.34423	4.50361	69.05088	0.10443	-81.23621	7.88673	42.26137	9.88225
10.11532	32.44874	6.30314	1111.74371	9.06548	8.81326	6.24363	0.00000	46.65865	6.54366	6.21035	19.34130	68.47304	0.06503	-99.73314	7.30909	69.36637	10.32147
8.11543	10.20898	7.40264	1168.44399	7.69797	8.12248	8.56408	1.00000	46.37971	8.02061	7.51644	14.32846	38.64327	0.02859	123.758	5.34520	63.97708	7.05656
7.49308	-4.06667	6.36071	1100.62061	6.51419	8.56326	5.91598	1.00000	32.04289	8.46661	6.22837	7.67616	48.13465	0.04729	37.73333	5.53060	20.90663	5.34557
6.03798	40.56754	11.87323	1074.40098	7.75964	7.94488	6.70143	0.00000	33.65126	7.34212	9.09327	35.05742	41.81435	0.57299	-89.64066	10.03692	64.83518	5.46484
11.58599	39.71734	5.91303	1171.73132	6.85492	7.98335	7.64994	1.00000	28.50766	6.90540	7.01260	26.28024	74.66987	0.04035	-74.96933	6.47899	39.31061	6.91765
11.27160	50.80904	9.94714	1165.80768	8.21023	9.33313	8.98226	1.00000	35.41968	8.08846	3.84145	-0.60853	33.71948	0.91606	8.77069	10.51864	41.23491	9.20220
8.32999	17.30858	6.87942	1136.26809	7.33902	6.81703	8.57689	0.00000	62.83126	7.03282	8.87252	12.03150	42.95423	0.47414	97.01124	9.85760	59.27373	10.08501
7.73718	26.67319	7.56907	1141.20508	9.13165	4.00424	6.70793	1.00000	47.15624	7.64335	7.56246	23.53236	67.30325	0.15557	31.4976	8.44167	24.87629	12.14120
11.95182	9.92787	7.50277	1125.31846	7.58921	6.34602	7.29872	1.00000	43.75248	9.17319	5.18941	19.99686	58.84196	0.33927	-84.13722	9.50689	68.73876	9.07829
11.68460	23.18	4.59156	1193.38820	8.84611	2.79486	8.01636	1.00000	47.48602	8.38899	6.37083	31.84132	35.57486	0.08882	88.58	7.85661	44.83354	3.97736
11.55300	38.17492	8.33898	1132.95546	7.82158		7.39292	1.00000	52.33244	6.00249	4.22076	35.80663	54.90671	0.31987	-122.2608	9.33726	56.91066	8.64649
12.59101	36.82167	6.95900	1168.41346	7.87893	5.41041	7.56868	1.00000	60.08564	7.43975	4.96920	22.72631	58.10706	0.44392	128.63083	9.76040	63.60983	7.37537
6.06845	41.1053	6.90544	1081.38838	7.21192	5.92422	10.08635	1.00000	51.58392	7.24402	5.14093	20.91389	48.63861	0.78676	-7.32097	10.35866	36.95666	12.59160
7.27032	-17.83333	8.35523	1081.04826	7.31905	6.46651	7.35792	0.00000	28.78775	6.72939	8.84185	15.53972	60.17630	0.15657	48.41667	8.56647	61.84829	7.74878
8.15730	12.95629	7.65240	1185.75380	8.06830	4.89248	7.33512	1.00000	59.08456	7.45439	7.15391	13.75709	47.67283	0.03253	78.27539	5.16366	38.37812	10.96446
5.72482	40.85158	10.97023	1067.66671	8.00506	8.45991	7.59897	0.00000	32.82738	8.80513	9.64261	1.40127	35.14118	0.78623	122.74754	10.37595	71.50432	5.37783
9.50771	15.5439	7.01553	1197.99125	9.32154	7.33438	8.88646	1.00000	40.93646	8.19128	6.21558	3.84687	55.87286	0.05644	73.7553	6.98643	71.88609	6.80908
6.27750	61.78491	9.77651	1059.88614	7.50260	6.22592	7.64926	0.00000	34.98978	8.97738	8.33310	10.06532	49.78066	0.32006	34.34691	9.41961	30.22321	5.40953
7.47002	-20.88231	5.43854	1083.69593	8.88569	6.17214	7.77169	1.00000	25.86341	7.66882		0.70437	51.07746	0.06887	55.4504	6.70574	46.68987	8.09336
10.47056	13.56667	6.64536	1113.92695	7.22170	5.61160	7.46420	1.00000	48.11095	8.37195	8.60948	2.43120	55.71802	0.02918	-15.6	5.69973	54.42241	8.70168
7.05264	11.50526	9.89988	1175.12076	5.27793	5.97113	8.95969	0.00000	36.87088	7.88445	8.36471	2.53994	66.63159	0.31467	77.23826	9.34716	45.77911	6.19240
7.84240	26.32293	8.72850	1077.55069	6.45486	6.65018	8.50153	0.00000	40.57268	7.91177	8.61259	16.59476	53.50736	0.22417	91.00632	8.90691	36.58553	8.39046
4.36258	38.38479	6.48703	1174.31861	8.89741	6.87700	8.64258	0.00000	42.42533	7.56577	8.32939	19.57281	51.56744	0.25396	-0.76773	9.12348	48.05338	10.42440
9.23494	53.5942	6.76704	1074.56733	8.00027	9.95941	8.50789	1.00000	36.04821	8.62094	2.11659	0.61296	47.07449	0.01855	25.8191	3.00015	43.17303	7.75519
8.81371	18.18158	6.66210	1138.29388	7.05704	5.40446	7.79794	1.00000	54.42138	7.41016	6.47943	32.74266	43.30473	0.07363	76.03889	7.33385	71.81508	9.41187
7.34440	-8.05389	5.49602	1081.01837	9.59364	6.36180	7.41186	1.00000	50.79389	7.80381	9.24875	6.93479	72.19508	0.05315	-34.88111	3.35590	67.29187	5.80773
9.64293	36.82167	6.41569	1059.93137	8.86374	6.69541	8.10241	1.00000	35.34424	8.09030	6.59044	33.01514	38.75186	0.03112	128.63083	6.49063	48.73638	5.01149
10.37948	37.1759	5.92908	1136.47405	8.08932	4.39474	7.77913	1.00000	57.34469	8.63067	6.28832	23.98838	60.66665	0.09216	128.9889	7.97434	52.96845	6.73327
8.57758	11.00599	8.38897	1107.05067	8.12512	8.95958	8.21608	0.00000	35.36944	8.32244	7.49971	19.26497	45.54200	0.04193	77.5609	5.65538	50.89353	6.71250
	26.68451	6.79250	1137.18154	7.28477	7.12622	7.10189	1.00000	72.78738	7.23184	4.82887	29.32954	63.99961	0.13577	-80.66756	8.42259	48.06152	6.92554
7.34328	14.8361	10.10518	1089.39424	7.19838	6.00347	7.96996	0.00000	65.86569	7.35767	10.17418	4.88699	58.72821	0.18051	120.97844	8.68829	62.10154	7.55832
6.70412	55.85	8.10462	1056.36937	6.64223	11.02232	7.99323	1.00000	46.11922	8.37704	6.37783	22.66179	64.85501	0.04042	37.56667	5.08496	54.53432	6.45484
7.26109	-28.81833	9.34180	1097.76444	9.43231	6.41255	8.36564	0.00000	43.80553	6.95241	10.47851	20.53624	33.23188	0.24874	-52.51028	9.02544	39.21097	7.47032
4.86785	11.85	6.40449	1197.58383	6.93131	5.41459	8.22333	0.00000	26.33829	6.59296	12.53310	10.64402	54.52842	0.65326	38.01667	10.18075	55.52445	9.76622
7.16427	32.54278	6.42124	1130.05346	7.36150	6.29636	6.44815	0.00000	49.21224	8.59843	9.53583	18.93840	40.06028	0.14086	111.50861	8.53421	44.12171	8.46889
6.56345	33.03699	11.03508	1142.66181		6.95351	8.37636	0.00000	29.40935	6.31322	7.67774	29.65206	60.70471	0.39866	-117.29198	9.60555	47.72116	5.81850
6.25385	33.76446	7.96428	1094.59628	8.80631	5.37501	7.96536	0.00000	51.68590	9.87150	7.43085	16.66947	41.34445	0.68518	-117.79394	10.22342	38.89974	5.17680
9.78170	51.168	6.86887	1175.53706	8.56802	6.09040	8.21096	1.00000	40.58756	8.81953	6.80349	29.02303	66.46611	0.05664	7.973	7.33839	49.01948	9.79808
6.66296	-25.54073	9.58759	1136.34552	11.00388	5.67531	8.41529	0.00000	42.08254	7.99327	10.13766	0.67844	58.00547	0.46126	152.70493	9.81025	46.69109	6.60374
5.08832	42.8139	12.69413	1162.69573	8.21011	8.39236	8.06332	0.00000	50.59407	7.17906	10.61309	0.33748	59.98544	2.01741	-1.64295	11.33371	54.89895	3.54267
8.09603	36.76639	6.43754	1141.58352	6.64177	6.55057	9.08740	1.00000	44.64159	7.52255	7.99561	27.26450	43.02787	0.02198	3.47717	4.99910	65.71809	5.25161
6.25272	52.21099	5.10132	1153.92631	6.96427	6.30862	9.18242	0.00000	41.00015	7.24200	10.09586	19.03945	58.11728	0.81959	7.02238	10.41445	33.48696	9.38678
8.25191	7.62789	7.52074	1140.57485	7.26164	6.84703	7.37091	0.00000	53.84735	7.15939	9.16615	5.07657	49.71011	0.05975	4.74161	7.22025	50.03907	10.22566
6.51002	27.0174	5.46434	1142.89022	7.92037	6.82996	8.28127	0.00000	47.89728	7.09124	9.04180	21.07197	56.91976	0.20379	49.62251	8.94747	54.49568	10.46229
11.10021	25.75728	4.81352	1062.48319	7.66351	2.82738	7.86661	1.00000	36.30182	8.62932	5.24936	19.04089	64.54621	0.23574	75.37991	9.08396	64.55611	5.89341
7.81889	53.95278	13.14006	1175.87271	8.64147	9.03716	8.73142	0.00000	67.96984	8.29073	6.60472	14.46265	31.85286	0.16679	32.86389	8.70737	33.42738	7.28552
7.56241	42.52787	6.23263	1198.31386	6.20457	7.03310	8.08972	0.00000	36.77642	8.25933	8.23038	29.85631	63.38864	0.53776	-70.92866	9.98246	43.39676	9.69111
9.50201	54.39304	6.97060	1138.12978	10.07554	8.82258	6.78689	1.00000	29.42780	9.28581	4.65190	13.20269	32.81103	0.08036	53.26023	7.66292	53.54094	5.33201
9.45216	18.20854	8.09003	1063.33432	8.22477	6.74951	8.33718	1.00000	57.80272	7.76825	7.58900	3.79044	57.08445	0.08104	-71.10077	6.69524	33.84725	11.13377
7.16621	-1.9487	5.67382	1156.87496	8.20201	4.23790	7.82021	0.00000	56.85086	7.64028	9.53442	-1.94143	56.62532	0.09165	30.4347	7.97334	53.42364	7.96234
9.80104	42.52787	7.07130	1124.41655	7.91627	6.18342	8.46346	1.00000	51.72644	7.25540	8.73897	4.18210	38.49215	0.14233	-70.92866	8.56375	75.72104	10.52260
6.43805	51.21187	12.46716	1139.20291	6.95266	9.01336	8.44369	0.00000	60.40329	7.16669	8.11247	13.20485	70.18404	0.55290	4.25633	9.96798	45.65612	5.87317
7.34559	39.96097	5.86019	1134.88991	7.10417	6.06866	7.29202	1.00000	39.84503	7.52582	8.50567	6.36762	36.20370	0.03305	-75.60804	4.67446	49.51872	7.94294
6.92747	48.90472	5.69477	1067.94437	9.15733	6.78777	8.20661	1.00000	40.70989	9.20807	7.82839	9.22996	51.71308	0.05471	2.2469	4.35464	25.31327	5.81225
5.25894	43.32686	7.76208	1089.86405	8.94882	5.96373	9.27463	0.00000	60.79187	7.71696	8.42648	18.13903	70.20255	0.63732	-2.98884	10.12823	34.94646	4.55673
12.56453	57.14369	5.89677	1158.07083	7.40022	7.95690	7.30814	1.00000	39.14807	8.31477	8.38717	24.04713	49.97737	0.05198	-2.09814	6.49248	40.01744	6.12552
6.69182	11.15583	6.93223	1117.10130	9.35788	6.61429	7.87227	0.00000	41.06978	9.65404	8.57533	8.42806	63.57103	0.18323	42.7125	8.81014	61.46775	8.94088
10.37280	14.37395	7.08431	1141.93672	7.42254	7.13244	6.57786	1.00000	26.55618	8.89150	5.88322	19.87644	51.79262	0.09508	100.48528	7.78574	53.14088	8.25057
7.01226	39.46667	7.12227	1089.62799	6.72466	5.61496	9.15958	0.00000	45.53247	6.54889	11.47170	14.15725	37.53876	1.17369	141.95	10.79450	32.91350	9.34501
8.80811	46.23899	6.28786	1126.40379	8.07484	5.84179	9.34353	1.00000	51.37495	7.31280	8.81846	33.22167	68.69981	0.03620	-63.13414	4.88243	40.39339	7.19061
9.86085	51.39148	5.56696	1133.17827	7.55206	4.52340	6.60361	1.00000	31.92104	7.57715	8.99829	-3.60857	38.64056	0.02983	-0.29825	4.88261	64.46575	5.00100
6.50810	30.21121	5.82027	1099.40575	7.91223	7.00668	8.25951	1.00000	36.62856	9.09242	8.53278	21.00231	36.53547	0.04812	74.4818	3.69205	45.36206	6.44973
8.12492	4.2475	6.59946	1117.28998	6.83476	7.02430	8.22235	1.00000	51.74196	9.18376	4.37672	21.69393	51.37069	0.08747	9.00472	8.04847	36.28989	4.17609
6.92157	56.56317	11.59440	1098.25690	7.54654	8.24828	7.25839	1.00000	47.60785	7.87937	7.61514	32.12583	54.69544	0.49668	-2.58736	9.90195	61.13344	6.24281
7.87201	-8.66667	4.65192	1165.67127	7.50686	4.80067	7.81714	1.00000	53.26164	8.78620	8.65409	6.17005	45.67488	0.02551	-35.71667	3.72837	33.85878	2.58231
9.84954	11.8659	8.16008	1125.09993	9.18827	8.55252	7.39192	1.00000	64.28099	7.88200	7.32431	19.89108	28.24696	0.04523	34.3869	6.60823	58.43714	9.92097
8.62168	26.67319	5.04155	1104.16754	6.73133	9.05327	7.32823	1.00000	41.16116	6.85660	5.40043	24.38913	60.69433	0.04102	31.4976	6.94260	57.64982	7.56646
7.39606	27.71809	5.68980	1162.85120	9.56604	6.89574	8.03222	0.00000	50.81549	7.69184	9.59966	14.38460	76.75955	0.37222	-82.35176	9.60207	48.52158	8.51250
9.37058	46.51872	10.14839	1194.66915	8.83104	7.90081	8.43179	0.00000	50.26731	7.40496	5.75142	14.55012	50.40007	0.10578	86.00214	7.92036	38.54495	10.16432
10.26593	54.03876	6.17914	1128.98083	8.37038	5.69237	5.96555	1.00000	33.35426	8.67607	5.61439	21.68344	58.46660	0.11140	43.91385	8.03319	68.17453	6.52232
8.05884	40.81	7.87635	1132.08154	7.21672	6.85971	7.73873	0.00000	65.36316	6.96472	9.08280	5.84262	36.40388	0.05980	-73.9625	7.31744	46.28953	9.46622
10.38150	49.97704	8.24542	1099.37287	8.22412	6.27520	7.96524	1.00000	28.66032	6.95527	8.60767	10.46604	28.89802	0.03701	9.15214	6.52370	54.87461	11.40375
5.90270	21.59983	10.01955	1183.02474	8.80735	7.00573	8.71767	0.00000	39.02994	7.62903	11.17257	2.54666	61.65106	0.56999	71.21169	10.03002	44.43882	5.88161
9.05401	55.67938	6.66545	1119.81950	6.90305	7.23660	7.86744	1.00000	26.91388	6.41755	7.85870	12.84050	42.73122	0.04779	12.53463	5.37781	65.14582	6.93505
10.39728	57.97472	7.00115	1192.51446	9.09636	6.41777	8.05558	1.00000	35.50500	7.22702	7.29890	12.54708	40.93306	0.04990	33.2525	6.62448	61.97015	6.58359
7.60713	53.30972	12.57724	1119.26890	7.21287	9.20043	6.30225	0.00000	47.81703	8.89228	9.72066	17.13291	49.10186	0.71255	83.62389	10.24267	31.73565	7.06577
6.44879	35.20889	6.60286	1092.60481	8.15737	5.17915	6.32622	1.00000	45.05678	8.49233	6.15496	21.03773	54.54707	0.14570	111.73861	8.36149	66.22258	11.36010
10.15790	41.1053	7.23718	1145.16869	7.20757	8.28701	9.56619	1.00000	14.54630	7.92989	5.78570	14.12216	32.98305	0.07058	-7.32097	7.16231	61.86226	6.64417
5.29958	48.77275	9.09843	1118.69689	6.41919	5.33226	9.91279	0.00000	31.55123	8.13863	12.94923	6.31065	49.29807	0.50103	5.16108	9.87752	61.05073	5.10805
8.85328	36.06386	7.21471	1115.61581	7.58199	4.50522	7.01934	1.00000	42.98574	7.75471	8.86914	18.17497	49.70224	0.10483	4.62744	8.19615	36.03347	10.96048
8.06142	21.59983	8.31664	1118.77642	10.75841	6.03292	6.15908	1.00000	41.91168	6.80664	5.49521	22.21362	31.96623	0.04377	71.21169	5.28941	36.86509	11.22853
7.71260	44.31771	6.02696	1077.11482	8.05175	6.79398	6.87910	1.00000	42.19635	9.35027	8.01675	18.76304	47.94249	0.04854	9.32241	4.81023	61.59028	6.38970
7.85887	6.95194	5.28538	1152.46842	7.57827	7.19135	6.66874	1.00000	58.39329	7.21025	5.26622	21.27100	48.13762	0.05049	121.96361	6.26192	60.46830	8.92516
6.48608	41.41204	6.17749	1091.51566	8.14913	6.05538	8.01479	0.00000	44.36517	7.78414	9.44022	17.44581	58.29657	1.09796	2.18247	10.68523	45.09996	8.99369
8.05934	17.54907	5.75232	1096.97563	8.70458	7.02721	8.38796	1.00000	50.14235	7.50405	3.88253	22.90653	58.90276	0.01121	82.85749	5.25892	64.35079	8.03458
5.34815	51.39148	7.99737	1170.70779	6.96974	6.67143	8.64935	0.00000	42.75592	8.57260	9.51724	10.71252	49.31199	1.35994	-0.29825	10.94727	58.66347	4.65520
7.14078	48.06919	6.62366	1114.33948	8.58852	7.98593	6.54960	1.00000	38.43165	8.58324	4.30717	18.12707	52.44696	0.06284	11.37703	6.50314	63.21708	10.25884
9.51917	10.58806	6.58810	1118.84221	7.24365	6.84944	8.41075	1.00000	56.00538	7.64503	7.00766	9.66430	32.42414	0.06631	77.24779	7.33343	32.27083	9.90410
8.32324	31.76212	5.28673	1181.14498	8.13415	9.16554	7.86972	1.00000	47.90108	7.38271	3.62480	17.15270	30.57244	0.04994	-95.63079	6.71313	48.37055	7.55454
9.25777	32.05971	6.91687	1155.43039	5.61880	7.12782	7.14516	1.00000	47.21485	8.33785	5.66194	5.15534	58.32707	0.08154	34.8732	7.81543	49.14351	8.42019
9.03857	47.46657	6.65199	1133.02207	8.84741	5.58814	8.61496	1.00000	33.04732	7.64525	8.45212	-1.14784	51.85920	0.04262	84.87144	6.94537	62.14915	9.37219
6.22557	41.24255	12.25167	1170.95741	8.00005	9.16270	8.19476	0.00000	57.96710	7.84152	8.92252	11.38521	61.54311	0.89188	-82.61573	10.47937	62.89602	5.02197
5.01371	3.3285	5.44097	1087.58907	8.25357	6.20596	6.91676	0.00000	42.62687	7.19144	10.31115	6.96599	41.43342	1.03395	99.1625	10.64372	36.94701	8.48255
9.05927	50.11861	6.96595	1165.60744	6.99142	6.61056	7.94615	1.00000	43.32317	7.21427	7.52672	19.34187	60.38730	0.24477	-5.53715	9.07266	39.72555	9.84097
9.10045	9.58126	6.98968	1102.74925	8.60223	6.73752	10.51566	1.00000	77.88845	8.50911	5.23915	24.70223		0.09143	8.2926	7.93536		5.26572
10.07741	43.50891	12.35761	1190.47414	8.20733	7.79153	9.21739	0.00000	45.58845	8.15410	9.37578	14.07770	47.84843	0.02130	16.43915	6.07659	39.55981	11.34407
9.92142	15.5439	6.69573	1144.49258	10.10908	6.57448	9.58245	1.00000	54.92849	7.56954	5.03369	28.21068	37.39752	0.11238	73.7553	8.25530	31.32008	6.26826
9.55774	-1.9487	5.83945	1174.98409	8.51599	4.45208	9.65949	1.00000	35.12399	6.65970	7.76236	20.96489	26.07440	0.05105	30.4347	6.33178	51.71919	6.30577
6.05655	50.75767	6.74374	1058.57035	7.71148	5.17669	9.04212	0.00000	38.19308	8.30555	11.66139	0.13376	52.73269	1.13671	-1.5443	10.73651	48.61342	9.13300
7.67799	36.76775	4.76524	1104.11855	8.51413	7.05009	7.06242	1.00000	31.70122	6.81426	5.54465	8.87335	55.51420	0.05696	2.95924	6.10096	61.95948	7.62399
9.56246	42.55308	4.66128	1156.36890	8.57393	8.79741	7.57167	0.00000	37.87636	8.75804	6.45929	24.02405	43.73693	0.06060	-87.93341	7.13104	69.20410	10.90598
7.55509	53.94313	6.27468	1167.85133	8.00470	7.61139	9.64812	0.00000	36.98001	9.06943	10.08535	25.95689	51.21978	0.04358	10.30215	6.20488	53.92692	8.21389
5.66656	49.41029	7.58510	1144.55482	8.51152	4.91647	8.21145	0.00000	65.29237	8.75292	10.01817	17.88558	50.63242	0.35133	38.15035	9.45315	47.51305	5.66547
5.85867	-32.45242	5.95815	1169.22061	7.89870	7.11761	9.48985	0.00000	61.28475	8.01931	8.95379	4.83333	36.81004	0.13148	-71.23106	8.27089	39.17447	9.15068
10.12450	51.955	6.81258	1098.28128	8.14175	7.46398	7.90610	1.00000	39.22714	8.55967	5.89635	24.11932	43.18465	0.04425	5.22778	4.27873	55.31370	8.45783
7.16800	23.73333	6.74701	1107.31354	8.63276	6.18917	6.38338	0.00000	43.62916	10.92477	9.20947	15.26728	50.95851	0.12369	114.68333	8.22820	53.41600	8.70519
11.44041	19.21667	5.69756	1188.01375	7.65618	7.45464	5.95996	1.00000	47.33422	8.67368	7.40766	22.25213	58.65503	0.06900	73.08333	7.16722	37.90918	7.32246
7.32861	-11.78333	9.46371	1129.22880	7.22395	5.08222	6.95319	0.00000	54.15587	9.41950	8.32929	8.51026	49.05286	0.30056	19.91667	9.32061	28.42771	7.04320
8.60876	20.22816	5.25235	1127.16241	8.39214	5.88150	10.02727	1.00000	45.21263	9.18384	8.13190	7.78547	60.20952	0.03362	-103.5687	4.62971	49.16979	5.55487
8.75863	-26.93366	11.48486	1077.14316	7.57991	6.91400	6.54291	0.00000	36.39097	9.07187	9.82416	19.89933	58.97028	0.09216	29.24152	8.02838	46.61654	9.41312
7.74409	53.63333	5.98108	1090.46107	8.42695	7.01594	8.57085	1.00000	28.33028	9.52943	7.96637	13.57011	55.80697	0.04043	9.85	4.43673	49.22661	5.07798
6.38423	51.20219	6.63992	1195.82300	8.91792	6.10785	9.28249	0.00000	50.60648	6.97800	10.41611	7.06043	45.85063	0.43445	7.36027	9.76506	34.46184	6.73119
5.97226	-6.25	6.39337	1175.75572	7.39604	6.75331	6.84261	0.00000	22.21640	7.24316	8.09309	12.13356	59.46237	1.15747	38.66667	10.78354	48.68757	9.42627
