longitude	revision	QoS	code	station	latitude
84.87144	09 Apr 2013	average	KZ	Zaysan	47.46657
-85.76942	04/30/2013, 00:00:00	average	US	Greenfield	39.78504
-73.58248	04/28/2016, 00:00:00	average	CA	Sainte-Catherine	45.40008
-83.2321	07/22/2022, 00:00:00	average	US	Milledgeville	33.08014
28.88222	04/10/2020, 00:00:00	average	TR	Mudanya	40.37528
145.06667	2018/01/12	excellent	AU	Carnegie	-37.88333
76.0586	18 Jan 2021	excellent	IN	Hungund	16.06213
121.06761	2013/11/13	building	PH	San Jose	12.35275
7.20769	2022-02-08	maintenance	DE	Siegburg	50.80019
-71.19901	2022/07/29	excellent	CL	Ovalle	-30.60106
0.47713	2016-05-14	average	GB	Strood	51.39323
127.08472	05 Jul 2015	building	KR	Nonsan	36.20389
4.52529	2014/07/27	excellent	BE	Rixensart	50.71229
-84.23381	04 Oct 2019	good	US	Stockbridge	33.54428
-0.18333	2013-05-21	good	ES	Gandia	38.96667
-103.5687	08/03/2013, 00:00:00	excellent	MX	Zacoalco de Torres	20.22816
86.51499	14 Apr 2015	good	IN	Kenda	23.1959
-86.99666	2019-06-19	average	US	Hueytown	33.45122
1.26738	01 Oct 2021	accep	GB	Walton-on-the-Naze	51.84819
77.24779	2018-09-05	good	IN	Udumalaippettai	10.58806
5.2875	07 Nov 2020	accep	NL	Vught	51.65333
10.78222	2018/04/26	maintenance	TN	Beni Khiar	36.46917
-2.98884	06/22/2016, 00:00:00	excellent	ES	Leioa	43.32686
112.9	2020-04-17	good	CN	Xiangtan	27.85
-0.29825	01/21/2013, 00:00:00	average	GB	Surbiton	51.39148
36.36339	05 Jan 2014	accep	KE	Nyahururu	0.03813
8.55552	2021-08-19	building	IT	Sassari	40.72586
-117.54866	19 Oct 2019	accep	US	Norco	33.93113
-81.77285	2015/09/04	accep	US	Clermont	28.54944
11.412	2014-01-25	good	IT	Montecchio Maggiore-Alte Ceccato	45.50369
-73.47429	2019/09/18	maintenance	US	Massapequa	40.68066
-0.32247	2019-11-23	building	GB	Lancing	50.82882
77.54372	2020-07-01	building	IN	Periyakulam	10.12268
75.11937	31 Jan 2018	good	IN	Parola	20.88098
24.43973	2021/07/21	excellent	CD	Yangambi	0.76755
-94.74049	2013-12-25	accep	US	Longview	32.5007
-76.43941	04/19/2019, 00:00:00	accep	US	Middle River	39.33427
-2.12139	11/28/2015, 00:00:00	average	GB	Brierley Hill	52.48173
84.87144	2018-08-23	accep	KZ	Zaysan	47.46657
34.34691	12 Dec 2019	average	RU	Petrozavodsk	61.78491
3.50309	06/28/2018, 00:00:00	excellent	DZ	Messaad	34.15429
4.25633	2022/09/07	good	BE	Beveren	51.21187
40.74357	2015-07-14	maintenance	TR	Mardin	37.31309
48.87498	07/05/2014, 00:00:00	maintenance	AZ	Astara	38.45598
101.44167	2014-06-04	building	ID	Pekanbaru	0.51667
35.96944	2015/01/04	average	RU	Volokolamsk	56.03361
-80.58556	18 Jan 2020	maintenance	CU	Corralillo	22.98212
-117.14392	03/14/2016, 00:00:00	excellent	US	Mira Mesa	32.9156
-82.07842	2012/12/20	accep	US	Punta Gorda Isles	26.91756
76.12647	03 Sep 2016	accep	IN	Chamba	32.55531
30.2049	2014-09-13	excellent	BY	Vitebsk	55.1904
103.65309	10/16/2015, 00:00:00	maintenance	TH	Roi Et	16.0567
-1.48119	10/04/2019, 00:00:00	good	GB	Belper	53.0233
77.23826	2022/07/25	accep	IN	Sathyamangalam	11.50526
2.59753	01 Sep 2014	excellent	BJ	Tchaourou	8.88649
-85.76942	2017/05/20	accep	US	Greenfield	39.78504
43.2379	01/26/2015, 00:00:00	excellent	RU	Mikhaylovka	50.06
5.2875	08/31/2015, 00:00:00	excellent	NL	Vught	51.65333
112.9	15 Jun 2019	maintenance	CN	Xiangtan	27.85
86.00214	03/18/2013, 00:00:00	average	CN	Hoxtolgay	46.51872
8.51667	10/02/2018, 00:00:00	average	DE	Verl	51.88333
73.85535	2015/09/20	excellent	IN	Pune	18.51957
-0.33525	14 May 2018	maintenance	GB	Kingston upon Hull	53.7446
5.22778	02/14/2017, 00:00:00	building	NL	Culemborg	51.955
51.67462	13 Apr 2018	excellent	IR	Isfahan	32.65246
15.00835	06/15/2020, 00:00:00	good	PL	Zgorzelec	51.14942
123.17306	2013-03-29	excellent	CN	Liaoyang	41.27194
-94.74049	2013/12/13	average	US	Longview	32.5007
33.2525	02/19/2014, 00:00:00	good	RU	Valday	57.97472
23.225	03/28/2020, 00:00:00	accep	BG	Montana	43.4125
4.52529	2017/06/29	accep	BE	Rixensart	50.71229
-89.99038	10/21/2021, 00:00:00	accep	US	Fairview Heights	38.58894
-117.14392	2013/07/30	accep	US	Mira Mesa	32.9156
51.49621	10/27/2020, 00:00:00	good	IR	Nowshahr	36.64852
28.28489	2017/08/21	good	MD	Soroca	48.15659
-82.07842	2019-02-07	accep	US	Punta Gorda Isles	26.91756
33	2016/10/28	average	TZ	Usagara	-2.68333
86.68363	2012/11/09	accep	IN	Adra	23.49668
-73.75513	2020-06-14	building	US	Far Rockaway	40.60538
76.35484	27 Oct 2015	average	IN	Alwaye	10.10649
73.97117	2021-07-20	average	PK	Naushahra Virkan	31.96258
106.88324	03/25/2019, 00:00:00	maintenance	MN	Ulan Bator	47.90771
73.97117	23 Mar 2015	good	PK	Naushahra Virkan	31.96258
-81.23621	2021/03/11	excellent	US	Lexington	33.98154
75.92694	06/15/2018, 00:00:00	accep	IN	Davangere	14.46693
-73.9625	2014/02/28	maintenance	US	Morningside Heights	40.81
30.4347	11/17/2015, 00:00:00	excellent	RW	Rwamagana	-1.9487
-88.64235	2013/11/18	excellent	US	Iron River	46.09273
70.96699	2019/05/22	excellent	PK	Kot Addu	30.46907
-79.59415	2013-05-06	building	EC	Milagro	-2.13404
10.03988	20 Dec 2019	excellent	DE	Barmbek-Nord	53.6052
0.57856	2020-07-13	average	ES	Amposta	40.70995
115.04814	06/05/2016, 00:00:00	excellent	CN	Huangshi	30.24706
89.20083	2014-01-07	accep	RU	Sharypovo	55.54028
33.2525	2019-11-20	good	RU	Valday	57.97472
85.94001	10/14/2017, 00:00:00	maintenance	IN	Teghra	25.49043
32.86389	2017/01/13	building	RU	Roslavl’	53.95278
124.3697	2015/08/03	building	PH	Jagna	9.6531
-76.88442	2022-08-25	excellent	US	Harrisburg	40.2737
6.8625	12/07/2017, 00:00:00	accep	DE	Oberhausen	51.47805
6.76111	2014-03-05	excellent	NL	Hoogezand	53.16167
-73.25383	01/10/2017, 00:00:00	acceptable	PE	Iquitos	-3.74912
2.59753	03/21/2022, 00:00:00	good	BJ	Tchaourou	8.88649
23.225	02/19/2020, 00:00:00	excellent	BG	Montana	43.4125
120.97844	05/20/2013, 00:00:00	average	PH	Guyong	14.8361
-2.58736	2022/02/13	accep	GB	Arbroath	56.56317
-74.07764	2020/01/09	excellent	US	Jersey City	40.72816
-34.88111	2016/04/01	accep	BR	Recife	-8.05389
-80.08199	03/08/2020, 00:00:00	building	US	Thomasville	35.88264
115.04814	20 Nov 2013	maintenance	CN	Huangshi	30.24706
-1.05366	2021-03-09	good	FR	Dax	43.71032
43.67663	2020-09-02	maintenance	RU	Nizhniy Lomov	53.53041
29.47306	16 Dec 2015	good	CD	Beni	0.49113
15.46667	10/15/2014, 00:00:00	excellent	AT	Sankt Peter	47.05
34.8732	2019-05-03	maintenance	IL	Ganei Tikva	32.05971
-120.93549	2022/01/20	excellent	US	Riverbank	37.73604
-2.98884	10 Jun 2013	average	ES	Leioa	43.32686
-95.44744	12/20/2015, 00:00:00	excellent	US	Fresno	29.53885
14.51472	2019/04/28	good	MT	Valletta	35.89972
4.92235	2014/09/11	accep	NG	Efon-Alaaye	7.65649
-80.66756	01/15/2013, 00:00:00	good	US	Belle Glade	26.68451
74.3092	22 May 2020	maintenance	IN	Rajaori	33.37526
116.82887	11/14/2013, 00:00:00	accep	ID	Balikpapan	-1.26753
-81.79819	03/23/2020, 00:00:00	good	US	Lakewood	41.48199
71.67164	2013/09/15	maintenance	PK	Qadirpur Ran	30.29184
122.9666	09/07/2022, 00:00:00	building	PH	Talisay	10.7375
51.49621	2014-08-23	average	IR	Nowshahr	36.64852
69.67639	24 Aug 2018	good	UZ	Parkent	41.29444
137.95378	03/01/2021, 00:00:00	good	JP	Ina	35.82756
-0.76667	08 Nov 2020	building	GB	Gainsborough	53.38333
9.17702	22 Apr 2018	excellent	DE	Stuttgart	48.78232
-38.79084	2013-01-26	maintenance	BR	Tucano	-10.95817
-58.70072	2021-06-11	excellent	AR	Pontevedra	-34.74785
14.72443	2014-09-05	building	IT	Ragusa	36.92574
17.8031	2015-01-19	accep	SK	Hlohovec	48.43174
9.72749	02/23/2022, 00:00:00	excellent	DE	Ehingen	48.28259
112.9	26 May 2018	average	CN	Xiangtan	27.85
-73.81669	08/04/2017, 00:00:00	maintenance	CA	Pointe-Claire	45.44868
-3.53261	2022/09/15	accep	ES	San Fernando de Henares	40.42386
42.54536	05/14/2014, 00:00:00	average	SO	Kismayo	-0.35817
117.81667	2015-11-04	maintenance	CN	Zhoucun	36.81667
-116.56346	08 Jun 2015	excellent	US	Nampa	43.54072
